4, 1.44
9, 2.29
13, 2.82
17, 1.82
22, 1.56
26, 2.59
31, 2.55
35, 1.53
39, 1.84
45, 2.8
49, 2.18
54, 1.41
58, 2.21
63, 2.78
67, 1.81
72, 1.51
76, 2.53
80, 2.56
86, 1.52
90, 1.81
95, 2.76
99, 2.19
104, 1.35
108, 2.17
112, 2.74
117, 1.8
121, 1.5
126, 2.56
131, 2.49
136, 1.49
140, 1.85
145, 2.77
149, 2.1
154, 1.37
158, 2.28
163, 2.71
167, 1.71
173, 1.56
177, 2.61
182, 2.38
186, 1.42
191, 1.95
195, 2.79
200, 1.96
204, 1.4
209, 2.35
214, 2.61
219, 1.59
223, 1.63
228, 2.64
232, 2.26
236, 1.35
241, 2.03
245, 2.74
250, 1.83
254, 1.39
260, 2.39
264, 2.53
269, 1.5
273, 1.7
278, 2.66
282, 2.16
287, 1.3
291, 2.08
296, 2.67
301, 1.76
306, 1.39
310, 2.46
315, 2.43
319, 1.45
324, 1.75
328, 2.69
333, 2.05
337, 1.31
343, 2.17
347, 2.65
351, 1.69
356, 1.48
360, 2.51
365, 2.35
369, 1.39
374, 1.84
378, 2.72
384, 1.96
388, 1.35
393, 2.24
397, 2.6
402, 1.58
406, 1.56
411, 2.56
415, 2.25
420, 1.33
424, 1.94
430, 2.69
434, 1.84
439, 1.34
443, 2.31
448, 2.5
452, 1.48
457, 1.62
461, 2.6
465, 2.15
471, 1.26
475, 2
480, 2.62
484, 1.73
489, 1.36
493, 2.38
498, 2.39
502, 1.4
507, 1.68
512, 2.62
517, 2.01
521, 1.24
526, 2.1
530, 2.59
535, 1.63
539, 1.42
544, 2.44
548, 2.29
553, 1.33
558, 1.78
563, 2.67
567, 1.91
572, 1.3
576, 2.19
581, 2.55
585, 1.53
589, 1.52
594, 2.52
599, 2.2
604, 1.29
608, 1.91
613, 2.64
617, 1.79
622, 1.31
626, 2.29
631, 2.45
635, 1.44
641, 1.6
645, 2.58
650, 2.09
654, 1.23
659, 1.99
663, 2.58
668, 1.68
672, 1.34
677, 2.36
681, 2.35
687, 1.36
691, 1.66
696, 2.6
700, 1.96
704, 1.23
709, 2.08
713, 2.55
718, 1.58
722, 1.41
728, 2.42
732, 2.23
737, 1.3
741, 1.75
746, 2.63
750, 1.85
755, 1.27
759, 2.17
764, 2.5
769, 1.48
774, 1.5
778, 2.49
783, 2.15
787, 1.24
792, 1.9
796, 2.6
801, 1.74
805, 1.29
811, 2.26
815, 2.4
820, 1.38
824, 1.59
828, 2.55
833, 2.02
837, 1.18
842, 1.97
846, 2.52
851, 1.6
856, 1.29
861, 2.33
865, 2.26
870, 1.29
874, 1.63
879, 2.54
883, 1.86
888, 1.17
892, 2.05
898, 2.46
902, 1.5
907, 1.35
911, 2.38
916, 2.12
920, 1.2
925, 1.72
929, 2.55
934, 1.74
939, 1.2
943, 2.12
948, 2.39
952, 1.38
957, 1.45
961, 2.42
966, 2.05
970, 1.16
975, 1.85
979, 2.52
985, 1.64
989, 1.23
994, 2.2
998, 2.31
1003, 1.3
1007, 1.56
1012, 2.51
1016, 1.92
1021, 1.12
1026, 1.98
1031, 2.43
1035, 1.47
1040, 1.31
1044, 2.35
1049, 2.08
1053, 1.15
1058, 1.72
1063, 2.49
1068, 1.65
1073, 1.18
1077, 2.18
1082, 2.3
1086, 1.3
1091, 1.51
1095, 2.48
1100, 1.87
1104, 1.13
1110, 1.95
1114, 2.43
1119, 1.43
1123, 1.31
1128, 2.31
1132, 2.05
1137, 1.11
1141, 1.7
1146, 2.46
1150, 1.61
1156, 1.16
1161, 2.14
1165, 2.26
1170, 1.24
1174, 1.51
1179, 2.44
1183, 1.86
1188, 1.09
1192, 1.96
1198, 2.4
1202, 1.42
1207, 1.27
1211, 2.29
1216, 2.04
1220, 1.09
1225, 1.68
1229, 2.43
