5, 2.67
10, 2.00
16, 3.16
21, 2.66
27, 1.97
32, 3.13
38, 2.69
44, 1.96
49, 3.13
55, 2.70
60, 1.96
66, 3.10
71, 2.69
76, 1.96
82, 3.09
88, 2.71
94, 1.97
99, 3.05
104, 2.70
110, 1.95
115, 3.04
121, 2.70
126, 1.96
133, 3.05
138, 2.66
144, 1.94
149, 3.05
154, 2.65
160, 1.95
165, 3.06
172, 2.63
177, 1.92
183, 3.07
188, 2.61
194, 1.93
199, 3.10
205, 2.60
210, 1.92
216, 3.09
222, 2.57
227, 1.93
233, 3.12
238, 2.55
244, 1.93
249, 3.11
256, 2.51
261, 1.95
267, 3.13
272, 2.50
277, 1.96
283, 3.12
288, 2.45
294, 1.97
300, 3.11
306, 2.42
311, 2.00
317, 3.12
322, 2.38
328, 2.00
333, 3.12
339, 2.36
345, 2.02
350, 3.12
356, 2.34
361, 2.02
367, 3.13
372, 2.33
378, 2.04
384, 3.15
390, 2.30
395, 2.02
401, 3.15
406, 2.28
411, 2.03
417, 3.16
422, 2.26
429, 2.02
434, 3.15
440, 2.23
445, 2.04
451, 3.17
456, 2.21
462, 2.05
467, 3.15
473, 2.16
479, 2.06
484, 3.14
490, 2.17
495, 2.08
501, 3.13
506, 2.13
513, 2.09
518, 3.11
524, 2.11
529, 2.11
534, 3.09
540, 2.09
545, 2.11
551, 3.08
557, 2.07
563, 2.14
568, 3.07
574, 2.06
579, 2.15
585, 3.05
590, 2.03
595, 2.15
602, 3.05
607, 2.02
613, 2.16
618, 3.03
624, 1.99
629, 2.17
635, 3.04
641, 1.96
647, 2.19
652, 3.03
657, 1.92
663, 2.19
668, 3.03
674, 1.91
679, 2.21
686, 3.01
691, 1.87
697, 2.22
702, 2.99
708, 1.85
713, 2.24
718, 2.98
724, 1.82
730, 2.24
736, 2.96
741, 1.81
747, 2.27
752, 2.93
758, 1.78
763, 2.27
770, 2.91
775, 1.77
781, 2.29
786, 2.90
791, 1.77
797, 2.30
802, 2.87
808, 1.74
814, 2.32
820, 2.83
825, 1.74
831, 2.33
836, 2.83
842, 1.71
847, 2.36
852, 2.83
859, 1.70
864, 2.38
870, 2.81
875, 1.66
881, 2.39
886, 2.80
892, 1.66
898, 2.44
904, 2.78
909, 1.62
915, 2.45
920, 2.76
925, 1.61
931, 2.46
936, 2.74
943, 1.60
948, 2.46
954, 2.72
959, 1.59
965, 2.49
970, 2.70
976, 1.58
982, 2.49
987, 2.66
993, 1.58
998, 2.50
1004, 2.66
1009, 1.59
1015, 2.53
1020, 2.60
1027, 1.60
1032, 2.58
1038, 2.54
1043, 1.61
1049, 2.61
1054, 2.48
1060, 1.60
1065, 2.66
1072, 2.45
1077, 1.60
1083, 2.69
1088, 2.43
1094, 1.61
1099, 2.75
1105, 2.39
1111, 1.65
1117, 2.80
1122, 2.35
1128, 1.69
1133, 2.84
1139, 2.27
1144, 1.73
1150, 2.90
1156, 2.25
1162, 1.75
1167, 2.93
1173, 2.18
1178, 1.79
1184, 2.98
1189, 2.15
1196, 1.82
1201, 2.99
1207, 2.10
1212, 1.86
1218, 2.99
1223, 2.06
1229, 1.92
1234, 2.98
1241, 2.00
1246, 1.98
1252, 2.97
1257, 1.96
1263, 2.05
1268, 2.97
1274, 1.90
1280, 2.09
1286, 2.97
1291, 1.88
1297, 2.14
1302, 2.97
1308, 1.85
1313, 2.17
1319, 2.93
1325, 1.81
1331, 2.24
1336, 2.90
1342, 1.79
1347, 2.29
1353, 2.85
1358, 1.75
1364, 2.36
1370, 2.85
1376, 1.73
1381, 2.40
1387, 2.81
1392, 1.68
1398, 2.45
1403, 2.79
1410, 1.65
1415, 2.47
1421, 2.73
1426, 1.62
1432, 2.49
1437, 2.67
1443, 1.61
1448, 2.54
1455, 2.60
1460, 1.57
1466, 2.57
1471, 2.53
1477, 1.56
1482, 2.62
1488, 2.47
1494, 1.53
1500, 2.64
1505, 2.41
1511, 1.53
1516, 2.65
1522, 2.35
1527, 1.52
1533, 2.67
1539, 2.25
1545, 1.55
1550, 2.70
1556, 2.20
1561, 1.56
1567, 2.73
1572, 2.10
1579, 1.59
1584, 2.76
1590, 2.04
1595, 1.61
1601, 2.76
1606, 1.97
1612, 1.61
1617, 2.77
1624, 1.94
1629, 1.65
1635, 2.76
1640, 1.87
1646, 1.67
1651, 2.75
1657, 1.82
1662, 1.74
1669, 2.75
1674, 1.78
1680, 1.78
1685, 2.75
1691, 1.73
1696, 1.83
1702, 2.76
1708, 1.69
1714, 1.84
1719, 2.74
1725, 1.64
1730, 1.88
1736, 2.71
1741, 1.62
1747, 1.92
1753, 2.65
1759, 1.56
1764, 1.98
1770, 2.65
1775, 1.51
1781, 2.04
1786, 2.62
1793, 1.45
1798, 2.10
1804, 2.60
1809, 1.41
1815, 2.16
1820, 2.55
1826, 1.37
1831, 2.18
1838, 2.51
1843, 1.36
1849, 2.23
1854, 2.46
1860, 1.35
1865, 2.26
1871, 2.39
1876, 1.35
1883, 2.34
1888, 2.33
1894, 1.35
1899, 2.38
1905, 2.27
1910, 1.33
1916, 2.42
1922, 2.24
1928, 1.33
1933, 2.44
1939, 2.18
1944, 1.35
1950, 2.46
1955, 2.14
1961, 1.37
1967, 2.48
1973, 2.04
1978, 1.39
1984, 2.51
1989, 2.00
1995, 1.42
2000, 2.53
2007, 1.94
2012, 1.39
2018, 2.58
2023, 1.90
2029, 1.44
2034, 2.62
2040, 1.84
2045, 1.46
2052, 2.62
2057, 1.78
2063, 1.51
2068, 2.63
2074, 1.76
2079, 1.55
2085, 2.62
2091, 1.70
2097, 1.60
2102, 2.63
2108, 1.65
2113, 1.65
2119, 2.63
2124, 1.57
2130, 1.68
2136, 2.65
2142, 1.54
2147, 1.73
2153, 2.62
2158, 1.49
2164, 1.76
2169, 2.59
2176, 1.46
2181, 1.82
2187, 2.54
2192, 1.39
2198, 1.88
2203, 2.51
2209, 1.35
2214, 1.96
2221, 2.48
2226, 1.30
2232, 1.99
2237, 2.45
2243, 1.28
2248, 2.02
2254, 2.42
2259, 1.26
2266, 2.05
2271, 2.36
2277, 1.25
2282, 2.11
2288, 2.31
2293, 1.26
2299, 2.15
2305, 2.25
2311, 1.24
2316, 2.20
2322, 2.20
2327, 1.23
2333, 2.24
2338, 2.16
2344, 1.21
2350, 2.28
2356, 2.14
2361, 1.22
2367, 2.31
2372, 2.09
2378, 1.21
2383, 2.33
2390, 2.03
2395, 1.26
2401, 2.38
2406, 1.96
2412, 1.26
2417, 2.42
2423, 1.86
2428, 1.28
2435, 2.47
2440, 1.83
2446, 1.28
2451, 2.49
2457, 1.77
2462, 1.31
2468, 2.51
2473, 1.74
2480, 1.35
2485, 2.52
2491, 1.68
2496, 1.39
2502, 2.52
2507, 1.62
2513, 1.46
2519, 2.53
2525, 1.54
2530, 1.50
2536, 2.54
2541, 1.50
2547, 1.55
2552, 2.53
2558, 1.45
2564, 1.56
2570, 2.52
2575, 1.42
2581, 1.63
2586, 2.49
2592, 1.39
2597, 1.67
2604, 2.44
2609, 1.35
2615, 1.74
2620, 2.42
2626, 1.31
2631, 1.78
2637, 2.39
2642, 1.25
2649, 1.82
2654, 2.39
2660, 1.22
2665, 1.85
2671, 2.34
2676, 1.18
2682, 1.89
2688, 2.30
